AC_Name,Zone,Ward_No,WardName,TotalPop,Area_sq_km,Pop_density,Ventilation_quality,percent_land_cover_in_greenery,green_land,percent_land_cover_in_water_bodies,water_area,percent_land_cover_in_buildings,buildings_area,percent_land_with_informal_growth_signature,planned_to_unplanned_ratio_index,building_footprint_size_index,narrow_street_density_index,major_roads_highways_density_index,area z score,pop density z score,Ventilation z score,Greenery z score,Water z score,Buildings z score,P/U Ratio z score,Footprint z score,Narrow Street z score,Major Roads z score
PATPARGANJ,Shahdara South Zone,198,VINOD NAGAR,58936,1.023,57611,25.372125,9,0.09207,0,0,89,0.91047,92,16,18,91,61,-0.429757575,1.560397415,1.376585207,-0.963506391,-0.626764184,1.059293368,-1.013305168,-1.195497089,1.284029016,1.110954807
PATPARGANJ,Shahdara South Zone,199,MANDAWALI,49753,1.234,40318,23.678675,17,0.10778,1,0.01234,80,0.9872,83,19,26,87,39,-0.409938279,0.614270753,1.144113655,-0.54549928,-0.416440632,0.62531484,-0.905872475,-0.747913005,1.125369802,0.033456827
LAXMI NAGAR,Shahdara South Zone,200,PANDAV NAGAR,71022,3.771,18834,0.0659925,67,2.52657,11,0.41481,21,0.79191,9,88,79,11,71,-0.171637087,-0.561151975,-2.097361991,2.067045164,1.686794884,-2.219655513,1.565079484,2.217331553,-1.889155257,1.600726616
LAXMI NAGAR,Shahdara South Zone,201,LALITA PARK,55805,5.374,10384,18.64252,48,2.57952,11,0.59114,39,2.09586,72,32,26,59,59,-0.021066802,-1.023464489,0.452765953,1.074278275,1.686794884,-1.351698456,-0.440330801,-0.747913005,0.014755307,1.013000445
LAXMI NAGAR,Shahdara South Zone,202,SHAKARPUR,66256,1.189,55724,25.5865125,7,0.08323,1,0.01189,90,1.0701,92,12,22,94,19,-0.414165143,1.457156739,1.406015656,-1.068008169,-0.416440632,1.107513204,-1.15654876,-0.971705047,1.403023426,-0.946086791
LAXMI NAGAR,Shahdara South Zone,203,LAXMI NAGAR,47859,1.008,47479,23.8614,7,0.07056,0,0,92,0.92736,84,14,26,92,28,-0.431166529,1.006060091,1.169197575,-1.068008169,-0.626764184,1.203952877,-1.084926964,-0.747913005,1.323693819,-0.505292163
VISHWAS NAGAR,Shahdara South Zone,204,PREET VIHAR,52293,3.307,15813,4.3759875,44,1.45508,2,0.06614,53,1.75271,9,92,58,21,59,-0.21522075,-0.726435537,-1.505699276,0.86527472,-0.206117081,-0.676620746,1.708323076,1.042423332,-1.492507223,1.013000445
VISHWAS NAGAR,Shahdara South Zone,205,I.P. EXTENSION,60343,2.953,20434,21.3131,36,1.06308,0,0,63,1.86039,3,97,86,9,73,-0.248472079,-0.473613511,0.819374873,0.447267609,-0.626764184,-0.194422381,1.887377566,2.608967627,-1.968484864,1.698680977
VISHWAS NAGAR,Shahdara South Zone,206,ANAND VIHAR,56495,5.151,10968,7.613675,29,1.49379,2,0.10302,68,3.50268,21,82,48,29,59,-0.042013261,-0.991512949,-1.061239602,0.081511387,-0.206117081,0.046676802,1.350214096,0.482943227,-1.175188795,1.013000445
VISHWAS NAGAR,Shahdara South Zone,207,VISHWAS NAGAR,53057,2.574,20613,15.318525,26,0.53924,0,0,74,1.90476,48,48,39,61,52,-0.284071666,-0.463820145,-0.003541747,-0.07524128,-0.626764184,0.335995821,0.132643566,-0.020588868,0.094084914,0.670160179
KRISHNA NAGAR,Shahdara South Zone,208,ANARKALI,57322,0.996,57552,24.625425,6,0.05436,0,0,94,0.93624,87,17,18,89,11,-0.432293693,1.557169434,1.274080552,-1.120259058,-0.626764184,1.30039255,-0.97749427,-1.195497089,1.204699409,-1.337904238
KRISHNA NAGAR,Shahdara South Zone,209,JAGAT PURI,76170,1.431,53229,15.6340125,14,0.14434,2,0.02062,83,1.18773,39,59,38,64,26,-0.391434009,1.320651447,0.039767397,-0.702251947,-0.206117081,0.769974349,0.526563443,-0.076536878,0.213079324,-0.603246525
KRISHNA NAGAR,Shahdara South Zone,210,GEETA COLONY,59249,1.052,56320,10.18425,34,0.35768,0,0,66,0.69432,18,78,51,43,31,-0.427033596,1.489764817,-0.708359057,0.342765831,-0.626764184,-0.049762871,1.206970505,0.650787258,-0.619881548,-0.35836062
KRISHNA NAGAR,Shahdara South Zone,211,KRISHNA NAGAR,61458,2.308,26628,18.52497,22,0.50776,6,0.13848,71,1.63868,53,46,34,74,36,-0.309057128,-0.134730231,0.436629055,-0.284244835,0.635177126,0.191336311,0.06102177,-0.300328921,0.609727358,-0.113474716
GANDHI NAGAR,Shahdara South Zone,212,GANDHI NAGAR,62052,2.027,30613,22.5016925,11,0.22297,4,0.08108,84,1.70268,77,26,23,86,26,-0.335451545,0.083295256,0.982541157,-0.859004613,0.214530023,0.818194186,-0.655196189,-0.915757036,1.085704999,-0.603246525
GANDHI NAGAR,Shahdara South Zone,213,SHASTRI PARK,68530,3.029,22625,11.113695,42,1.27218,11,0.33319,46,1.39334,38,58,47,42,84,-0.241333376,-0.353740526,-0.580767737,0.760772942,1.686794884,-1.014159601,0.490752546,0.426995216,-0.659546351,2.237429967
GANDHI NAGAR,Shahdara South Zone,214,AZAD NAGAR,66674,1.077,61907,24.6019125,7,0.07539,1,0.01077,92,0.99084,84,13,18,92,11,-0.424685338,1.795438192,1.270852829,-1.068008169,-0.416440632,1.203952877,-1.120737862,-1.195497089,1.323693819,-1.337904238
SHAHDARA,Shahdara South Zone,215,SHAHDARA,69110,1.142,60517,21.85725,8,0.09136,1,0.01142,89,1.01638,73,23,28,87,21,-0.418579868,1.719389151,0.894074094,-1.01575728,-0.416440632,1.059293368,-0.762628883,-0.636016984,1.125369802,-0.848132429
SHAHDARA,Shahdara North Zone,216,JHILMIL,68555,2.456,27913,6.7851,26,0.63856,2,0.04912,70,1.7192,31,68,72,42,52,-0.295155443,-0.064425902,-1.174983802,-0.07524128,-0.206117081,0.143116475,0.848861525,1.82569548,-0.659546351,0.670160179
SHAHDARA,Shahdara North Zone,217,DILSHAD COLONY,76598,1.78,43033,8.411,41,0.7298,0,0,59,1.0502,31,72,61,39,46,-0.358652331,0.762812584,-0.951785304,0.708522053,-0.626764184,-0.387301727,0.992105117,1.210267364,-0.778540761,0.376297093
SEEMA PURI,Shahdara North Zone,218,SUNDAR NAGRI,83935,1.452,57806,24.6185,11,0.11572,1,0.01052,86,1.24872,86,16,22,92,22,-0.389461472,1.571066166,1.273129909,-0.859004613,-0.416440632,0.914633858,-1.013305168,-0.971705047,1.323693819,-0.799155248
SEEMA PURI,Shahdara North Zone,219,DILSHAD GARDEN,79248,1.869,42401,6.1799125,44,0.82236,2,0.03738,53,0.99057,16,86,63,34,49,-0.350292534,0.728234891,-1.25806206,0.86527472,-0.206117081,-0.676620746,1.493457688,1.322163385,-0.976864778,0.523228636
SEEMA PURI,Shahdara North Zone,220,NAND NAGRI,73753,1.826,40390,9.977175,56,1.02256,0,0,43,0.78518,28,72,49,38,38,-0.354331537,0.618209983,-0.736785669,1.492285386,-0.626764184,-1.15881911,0.992105117,0.538891237,-0.818205565,-0.015520354
ROHTAS NAGAR,Shahdara North Zone,221,ASHOK NAGAR,59850,1.089,54959,18.1411,21,0.22869,2,0.02178,75,0.81675,61,41,33,68,31,-0.423558174,1.415302411,0.383932574,-0.336495724,-0.206117081,0.384215657,-0.11803272,-0.356276931,0.371738538,-0.35836062
ROHTAS NAGAR,Shahdara North Zone,222,RAM NAGAR EAST,59874,1.256,47670,22.8805,8,0.07648,2,0.01912,89,1.11784,79,18,27,83,23,-0.407871813,1.016509995,1.034542673,-1.01575728,-0.206117081,1.059293368,-0.941683373,-0.691964994,0.966710589,-0.750178067
ROHTAS NAGAR,Shahdara North Zone,223,ROHTASH NAGAR,55550,1.122,49510,22.60975,12,0.13464,0,0,87,0.97614,77,27,23,83,24,-0.420458474,1.117179229,0.997374954,-0.806753724,-0.626764184,0.962853695,-0.619385291,-0.915757036,0.966710589,-0.701200886
ROHTAS NAGAR,Shahdara North Zone,224,WELCOME COLONY,65707,1.396,47068,17.37785,23,0.32108,0,0,73,1.01908,59,41,36,64,43,-0.39472157,0.983573648,0.279155987,-0.231993947,-0.626764184,0.287775984,-0.11803272,-0.188432899,0.213079324,0.229365551
SEELAMPUR,Shahdara North Zone,225,SEELAMPUR,63039,1.143,55152,20.1664125,17,0.12631,2,0.01486,81,0.92583,68,31,29,73,39,-0.418485938,1.425861738,0.661961178,-0.54549928,-0.206117081,0.673534676,-0.476141699,-0.580068973,0.570062555,0.033456827
SEELAMPUR,Shahdara North Zone,226,GAUTAM PURI,51072,3.874,13183,5.76937,62,2.40188,11,0.42614,26,1.00724,26,22,28,28,62,-0.161962265,-0.870326888,-1.314420058,1.80579072,1.686794884,-1.978556331,-0.798439781,-0.636016984,-1.214853599,1.159931988
SEELAMPUR,Shahdara North Zone,227,CHAUHAN BANGER,58344,1.212,48139,25.67575,4,0.0216,0,0,93,1.12716,88,8,19,93,12,-0.412004746,1.042169708,1.418265903,-1.224760835,-0.626764184,1.252172714,-1.299792352,-1.139549078,1.363358623,-1.288927057
SEELAMPUR,Shahdara North Zone,228,MAUJPUR,63960,1.934,33071,22.978275,4,0.00632,0,0,96,1.85664,79,18,23,87,14,-0.344187064,0.217776221,1.047964921,-1.224760835,-0.626764184,1.396832223,-0.941683373,-0.915757036,1.125369802,-1.190972695
GHONDA,Shahdara North Zone,229,BRAHAM PURI,66203,2.559,25871,11.910435,46,1.17714,4,0.10236,49,1.25391,47,32,37,51,42,-0.285480621,-0.176146867,-0.471393747,0.969776498,0.214530023,-0.869500092,-0.440330801,-0.132484889,-0.30256312,0.18038837
GHONDA,Shahdara North Zone,230,BHAJANPURA,57248,5.193,11024,11.7533325,41,2.12913,4,0.20772,54,2.80422,48,29,42,52,68,-0.038068188,-0.988449103,-0.49296029,0.708522053,0.214530023,-0.628400909,-0.547763495,0.147255164,-0.262898317,1.453795073
GHONDA,Shahdara North Zone,231,GHONDA,65273,1.132,57662,23.9175,8,0.0528,2,0.0132,88,0.99616,86,16,19,86,19,-0.419519171,1.563187704,1.176898809,-1.01575728,-0.206117081,1.011073531,-1.013305168,-1.139549078,1.085704999,-0.946086791
GHONDA,Shahdara North Zone,232,YAMUNA VIHAR,53966,1.771,30472,5.1643125,34,0.46614,0,0,63,1.11573,11,92,63,28,61,-0.359497704,0.075580929,-1.397480471,0.342765831,-0.626764184,-0.194422381,1.708323076,1.322163385,-1.214853599,1.110954807
BABARPUR,Shahdara North Zone,233,SUBHASH MOHALLA,57209,1.269,45082,24.9080125,7,0.04683,0,0,92,1.16748,91,9,18,92,13,-0.406650719,0.87491653,1.312873285,-1.068008169,-0.626764184,1.203952877,-1.263981454,-1.195497089,1.323693819,-1.239949876
BABARPUR,Shahdara North Zone,234,KABIR NAGAR,54811,1.163,47129,24.9088375,3,0.01989,2,0.01326,94,1.09322,92,12,18,88,8,-0.416607331,0.986911052,1.312986539,-1.277011724,-0.206117081,1.30039255,-1.15654876,-1.195497089,1.165034606,-1.484835781
BABARPUR,Shahdara North Zone,235,GORAKH PARK,63353,1.632,38819,19.9409375,16,0.084,0,0,83,1.35456,67,33,28,76,24,-0.372554017,0.532258154,0.631008671,-0.597750169,-0.626764184,0.769974349,-0.404519903,-0.636016984,0.689056965,-0.701200886
BABARPUR,Shahdara North Zone,236,KARDAM PURI,64940,2.005,32389,24.9993125,4,0.0002,2,0.0001,93,1.86465,92,9,18,89,8,-0.337518012,0.180462951,1.325406666,-1.224760835,-0.206117081,1.252172714,-1.263981454,-1.195497089,1.204699409,-1.484835781
GOKALPUR,Shahdara North Zone,237,HARSH VIHAR,78698,2.677,29398,20.9220675,11,0.29447,3,0.08031,84,2.24868,74,23,31,79,19,-0.274396844,0.016820735,0.765695147,-0.859004613,0.004206471,0.818194186,-0.762628883,-0.468172952,0.808051375,-0.946086791
GOKALPUR,Shahdara North Zone,238,SABOLI,71019,1.704,41678,24.0157,4,0.06816,1,0.01704,93,1.58472,89,8,23,89,18,-0.365791035,0.688678447,1.190379399,-1.224760835,-0.416440632,1.252172714,-1.299792352,-0.915757036,1.204699409,-0.995063972
GOKALPUR,Shahdara North Zone,239,GOKAL PURI,73943,1.563,47308,12.382775,28,0.43764,0,0,69,1.07847,48,49,49,52,52,-0.379035208,0.996704418,-0.40655238,0.029260498,-0.626764184,0.094896638,0.168454464,0.538891237,-0.262898317,0.670160179
GOKALPUR,Shahdara North Zone,240,JOHARIPUR,71269,1.306,54570,23.07369,7,0.09142,4,0.05224,89,1.16234,87,17,24,84,17,-0.403175297,1.394019622,1.061063195,-1.068008169,0.214530023,1.059293368,-0.97749427,-0.859809026,1.006375392,-1.044041153
MUSTAFABAD,Shahdara North Zone,241,KARAWAL NAGAR-EAST,65474,1.218,53755,22.832525,7,0.08526,2,0.02436,91,1.10838,79,18,23,86,17,-0.411441164,1.349429717,1.027956814,-1.068008169,-0.206117081,1.155733041,-0.941683373,-0.915757036,1.085704999,-1.044041153
MUSTAFABAD,Shahdara North Zone,242,DAYALPUR,54188,1.194,45384,24.85075,11,0.13134,0,0,89,1.06266,88,8,19,91,9,-0.413695492,0.891439415,1.305012467,-0.859004613,-0.626764184,1.059293368,-1.299792352,-1.139549078,1.284029016,-1.4358586
MUSTAFABAD,Shahdara North Zone,243,MUSTAFABAD,55586,2.445,22735,26.6888125,3,0.01335,0,0,93,2.27385,96,4,17,96,3,-0.296188676,-0.347722257,1.557335973,-1.277011724,-0.626764184,1.252172714,-1.443035944,-1.251445099,1.482353033,-1.729721685
MUSTAFABAD,Shahdara North Zone,244,NEHRU VIHAR,73213,1.04,70397,15.8856,14,0.1456,3,0.0312,82,0.8528,62,42,41,62,39,-0.428160759,2.259939167,0.074304546,-0.702251947,0.004206471,0.721754513,-0.082221822,0.091307153,0.133749717,0.033456827
MUSTAFABAD,Shahdara North Zone,245,BRIJ PURI,63040,1.321,47721,24.9187375,3,0.01773,0,0,94,1.24174,88,11,18,89,11,-0.401766343,1.019300284,1.31434558,-1.277011724,-0.626764184,1.30039255,-1.192359658,-1.195497089,1.204699409,-1.337904238
KARAWAL NAGAR,Shahdara North Zone,246,SRI RAM COLONY,83347,1.175,70934,22.1183125,12,0.129,7,0.07525,81,0.95175,78,22,26,79,32,-0.415480168,2.289319264,0.929911942,-0.806753724,0.845500678,0.673534676,-0.798439781,-0.747913005,0.808051375,-0.309383439
KARAWAL NAGAR,Shahdara North Zone,247,SADATPUR,60181,1.107,54364,19.6393,19,0.21033,1,0.01107,79,0.87453,74,24,28,71,24,-0.421867429,1.382749045,0.589600813,-0.440997502,-0.416440632,0.577095003,-0.726817985,-0.636016984,0.490732948,-0.701200886
KARAWAL NAGAR,Shahdara North Zone,248,KARAWAL NAGAR-WEST,69926,1.565,44681,24.7848125,3,0.04695,2,0.0313,93,1.45545,89,11,21,89,12,-0.378847347,0.852977202,1.295960772,-1.277011724,-0.206117081,1.252172714,-1.192359658,-1.027653057,1.204699409,-1.288927057
KARAWAL NAGAR,Shahdara North Zone,249,SONIA VIHAR,65031,3.502,18570,19.78988,34,1.19068,7,0.24514,59,2.06618,79,22,31,68,22,-0.19690434,-0.575595821,0.610271967,0.342765831,0.845500678,-0.387301727,-0.798439781,-0.468172952,0.371738538,-0.799155248
KARAWAL NAGAR,Shahdara North Zone,250,SABAPUR,42819,10.475,4088,20.47625,38,3.9805,0,0,58,6.0755,83,16,29,73,13,0.458071701,-1.367928345,0.704494707,0.551769387,-0.626764184,-0.435521563,-1.013305168,-0.580068973,0.570062555,-1.239949876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
averages,,,,65466.512,5.5982812,29090.556,15.34432502,27.44,2.628054276,2.98,0.165011824,67.032,2.637972228,52.072,44.296,39.368,58.628,38.388,,,,,,,,,,
std dev,,,,10584.53068,10.64619095,18277.6796,7.284547249,19.1384304,7.63243694,4.754579276,0.387388131,20.73835319,3.258881799,28.30163859,27.92446035,17.87373654,25.21126828,20.46815177,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
